City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Payson,US,40.0444,-111.7321,69.8,19,75,6.91,broken clouds
465,Liku,ID,-0.7275,119.8922,75.67,89,100,1.25,overcast clouds
466,Ciudad Bolivar,VE,8.1222,-63.5497,85.6,58,100,12.59,overcast clouds
467,Manzanillo,CU,20.3433,-77.1167,77.18,57,64,16.89,broken clouds
468,Swellendam,ZA,-34.0226,20.4417,59.0,94,100,6.91,overcast clouds
469,Binga,ZW,-17.6203,27.3414,69.8,65,0,0.94,clear sky
470,Arkhara,RU,49.4212,130.0842,34.61,71,17,6.89,few clouds
471,Marienburg,PL,54.0359,19.0266,32.0,83,9,13.04,clear sky
472,Potiskum,NG,11.7091,11.0694,80.55,13,5,9.19,clear sky
473,Takaka,NZ,-40.85,172.8,66.99,69,0,5.01,clear sky
474,Wattegama,LK,6.7989,81.4808,72.73,92,94,1.88,overcast clouds
475,Veraval,IN,20.9,70.3667,77.4,76,0,12.08,clear sky
476,Hukuntsi,BW,-24.0,21.75,74.43,34,16,6.96,few clouds
477,Ginir,ET,7.1333,40.7,57.94,85,54,5.46,moderate rain
478,Port Augusta,AU,-32.5,137.7667,60.8,94,0,5.75,clear sky
479,Chepareria,KE,1.3077,35.2039,62.01,86,99,4.14,light rain
480,Upington,ZA,-28.4478,21.2561,73.4,38,15,9.22,few clouds
481,Novovorontsovka,UA,47.5004,33.9175,38.97,76,5,12.17,clear sky
482,Calama,CL,-22.4667,-68.9333,73.4,13,0,23.02,clear sky
483,Paita,PE,-5.0892,-81.1144,77.0,69,75,13.8,broken clouds
484,Pitimbu,BR,-7.4706,-34.8086,77.0,94,20,4.61,few clouds
485,Sao Borja,BR,-28.6606,-56.0044,67.87,97,100,5.1,moderate rain
486,Porkhov,RU,57.765,29.5561,32.0,93,75,6.71,snow
487,Umm Lajj,SA,25.0213,37.2685,76.5,45,0,1.97,clear sky
488,Ushtobe,KZ,45.2514,77.9838,43.09,81,76,5.14,broken clouds
489,Nanortalik,GL,60.1432,-45.2371,35.69,89,100,2.59,overcast clouds
490,Bilma,NE,18.6853,12.9164,79.41,7,0,5.86,clear sky
491,High Level,CA,58.5169,-117.136,46.4,36,75,11.5,broken clouds
492,Fukue,JP,32.6881,128.8419,56.46,63,17,22.88,few clouds
493,Uyuni,BO,-20.4597,-66.825,55.2,28,98,7.99,overcast clouds
494,Dayong,CN,25.0209,118.2898,62.6,39,75,4.47,broken clouds
495,Grafenhainichen,DE,51.7333,12.45,33.01,76,100,4.0,overcast clouds
496,Kalangala,UG,-0.3089,32.225,71.67,78,100,9.64,moderate rain
497,Hobyo,SO,5.3505,48.5268,81.55,70,18,10.71,few clouds
498,Clarence Town,AU,-32.5833,151.7833,77.0,88,94,8.05,overcast clouds
499,Sovetskiy,RU,61.3614,63.5842,29.05,86,100,12.33,overcast clouds
500,El Bordo,CO,2.117,-76.9821,71.85,86,63,0.81,broken clouds
501,Xingtai,CN,37.0631,114.4942,48.34,48,35,1.25,scattered clouds
502,Muisne,EC,0.6,-80.0333,78.8,94,75,5.75,broken clouds
503,Dunedin,NZ,-45.8742,170.5036,62.01,53,7,17.0,clear sky
504,Sambava,MG,-14.2667,50.1667,75.81,89,100,4.59,overcast clouds
505,Borogontsy,RU,62.6683,131.1683,-7.44,97,100,4.34,overcast clouds
506,Alice Springs,AU,-23.7,133.8833,66.2,59,1,5.75,clear sky
507,Bulawayo,ZW,-20.15,28.5833,61.92,72,0,7.31,clear sky
508,Sola,VU,-13.8833,167.55,81.82,72,21,13.62,few clouds
509,Goderich,CA,43.7501,-81.7165,51.8,66,86,14.97,overcast clouds
510,Ngaoundere,CM,7.3167,13.5833,78.06,26,85,1.12,overcast clouds
511,Tatawin,TN,32.9297,10.4518,57.2,82,11,3.2,few clouds
512,Viedma,AR,-40.8135,-62.9967,75.43,51,100,12.62,overcast clouds
513,Bereda,ES,43.2686,-7.5406,45.0,98,27,10.0,scattered clouds
514,Sombrio,BR,-29.1139,-49.6167,69.8,85,100,4.97,overcast clouds
515,Camacha,PT,33.0833,-16.3333,60.8,67,20,2.48,few clouds
516,Kavaratti,IN,10.5669,72.642,82.81,72,48,14.27,scattered clouds
517,Itarema,BR,-2.9248,-39.9167,79.47,82,29,12.08,scattered clouds
518,Tura,IN,25.5198,90.2201,71.31,19,0,3.47,clear sky
519,Mareeba,AU,-17.0,145.4333,80.6,74,40,6.91,scattered clouds
520,Milkovo,RU,54.7167,158.6167,25.61,78,33,0.89,scattered clouds
521,Wodonga,AU,-36.1167,146.8833,68.0,77,0,3.18,clear sky
522,Turayf,SA,31.6725,38.6637,57.2,35,0,6.91,clear sky
523,Elwood,AU,-37.8817,144.983,64.0,67,90,10.36,overcast clouds
524,Saint-Louis,SN,16.3333,-15.0,93.2,24,0,2.3,clear sky
525,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,94,75,10.36,broken clouds
526,Bryan,US,30.6744,-96.37,75.99,57,90,11.5,overcast clouds
527,Mundwa,IN,27.0667,73.8167,78.15,26,40,10.69,scattered clouds
528,Orbe,CH,46.725,6.5307,37.4,60,90,10.36,light snow
529,Kilindoni,TZ,-7.9139,39.6668,80.4,80,98,10.36,moderate rain
530,Greystones,IE,53.1408,-6.0631,35.01,67,29,1.99,scattered clouds
531,Lazaro Cardenas,MX,17.9583,-102.2,81.91,61,60,10.36,broken clouds
532,Kijang,KR,35.2442,129.2139,44.6,70,0,3.44,clear sky
533,Sumkino,RU,58.1108,68.3244,33.21,97,100,13.8,light snow
534,Cururupu,BR,-1.8283,-44.8683,76.62,93,99,4.09,overcast clouds
535,Doctor Arroyo,MX,23.6667,-100.1833,77.04,18,2,13.31,clear sky
536,Port Blair,IN,11.6667,92.75,80.06,78,29,6.31,scattered clouds
537,Chhatak,BD,25.0333,91.6667,67.89,38,0,5.68,clear sky
538,Berlevag,NO,70.8578,29.0864,35.83,90,100,17.85,overcast clouds
539,Lubyany,RU,56.0378,51.4,35.6,69,0,8.95,clear sky
540,Manta,EC,-0.95,-80.7333,82.4,74,75,4.61,broken clouds
541,San Joaquin,US,37.9333,-121.3011,69.01,45,1,11.5,clear sky
542,Waris Aliganj,IN,25.0167,85.6333,74.84,11,0,5.12,clear sky
543,Oriximina,BR,-1.7656,-55.8661,77.41,87,100,2.62,overcast clouds
544,Sembabule,UG,-0.0772,31.4567,63.48,87,95,1.45,overcast clouds
545,Tuatapere,NZ,-46.1333,167.6833,61.0,71,48,5.01,scattered clouds
546,Dauriya,RU,49.9333,116.8667,26.02,60,8,8.34,clear sky
547,Santa Cruz,BO,-17.8,-63.1667,80.6,69,75,11.5,heavy intensity rain
548,Shetpe,KZ,44.1667,52.1167,57.0,34,4,28.81,clear sky
549,Hashtrud,IR,37.4779,47.0508,43.97,64,12,10.36,few clouds
550,Chachapoyas,PE,-6.2317,-77.869,57.31,93,76,3.36,light rain
551,Dzaoudzi,YT,-12.7887,45.2699,82.4,78,0,6.91,moderate rain
552,Port Hardy,CA,50.6996,-127.4199,48.2,66,20,16.11,few clouds
553,Stawell,AU,-37.05,142.7667,56.88,73,4,14.45,clear sky
554,Abha,SA,18.2164,42.5053,64.4,27,9,4.61,clear sky
555,Ust-Kuyga,RU,70.0167,135.6,-14.17,94,100,2.82,overcast clouds
556,Kurilsk,RU,45.2333,147.8833,30.88,65,3,5.06,clear sky
557,Kota Kinabalu,MY,5.9749,116.0724,75.2,88,20,5.75,few clouds
558,Dakar,SN,14.6937,-17.4441,69.8,78,0,11.5,clear sky
559,Lata,PT,40.1629,-8.3327,57.99,76,12,0.72,few clouds
560,Ballina,AU,-28.8667,153.5667,69.8,94,75,6.91,light rain
561,Tecoanapa,MX,16.5167,-98.75,84.6,52,0,10.45,clear sky
562,Anadyr,RU,64.75,177.4833,-4.0,77,0,11.18,clear sky
563,Willmar,US,45.1219,-95.0433,84.2,24,1,12.1,clear sky
564,Avera,US,33.194,-82.5271,78.8,22,1,4.61,clear sky
565,Neuquen,AR,-38.9516,-68.0591,75.2,60,0,6.22,clear sky
566,Bequimao,BR,-2.4489,-44.7825,82.4,83,0,8.05,clear sky
567,Almaznyy,RU,48.0448,40.045,39.2,93,75,13.42,light rain
568,Texarkana,US,33.4251,-94.0477,77.0,44,75,9.22,broken clouds
569,Baraboo,US,43.4711,-89.7443,73.4,40,1,17.27,clear sky
570,Linxia,CN,35.6003,103.2064,41.47,69,2,4.03,clear sky
571,Sparta,US,43.9441,-90.8129,77.0,46,81,14.97,broken clouds
572,Saldanha,ZA,-33.0117,17.9442,59.0,82,7,6.91,clear sky
573,Mitsamiouli,KM,-11.3847,43.2844,82.29,73,100,4.03,overcast clouds
574,Baghdad,IQ,33.3406,44.4009,64.4,42,0,4.61,clear sky
575,Paamiut,GL,61.994,-49.6678,34.97,90,100,6.69,overcast clouds
576,Nalut,LY,30.3333,10.85,58.86,67,0,16.49,clear sky
577,Xingyi,CN,24.1877,102.817,50.52,94,100,1.54,light rain
578,Mogok,MM,22.9167,96.5,57.54,77,89,2.35,overcast clouds
579,Emmett,US,43.8735,-116.4993,46.99,76,84,5.99,light rain
580,Xai-Xai,MZ,-25.0519,33.6442,67.33,79,0,3.2,clear sky
581,Beyneu,KZ,45.3167,55.2,57.06,37,17,21.79,few clouds
582,Braganca,BR,-1.0536,-46.7656,76.32,93,87,3.62,overcast clouds
583,Valley City,US,46.9233,-98.0032,66.2,32,1,21.85,clear sky
584,Levelland,US,33.5873,-102.378,82.99,28,40,21.85,scattered clouds
585,Viesca,MX,25.35,-102.8,89.6,19,1,12.46,clear sky
586,College,US,64.8569,-147.8028,10.99,56,75,14.97,light snow
587,Sarangani,PH,5.4033,125.4636,81.7,74,35,5.66,scattered clouds
588,Sokolskoye,RU,57.1412,43.1589,28.71,97,26,11.03,scattered clouds
589,Tooele,US,40.5308,-112.2983,69.8,23,75,19.57,broken clouds
590,Dubbo,AU,-32.25,148.6167,69.8,73,0,9.22,clear sky
591,Aklavik,CA,68.2191,-135.0107,-0.4,60,90,19.57,snow
592,Olinda,BR,-8.0089,-34.8553,78.8,69,40,8.05,scattered clouds
593,Fare,PF,-16.7,-151.0167,81.19,68,93,17.78,overcast clouds
594,Zhanakorgan,KZ,43.9098,67.2495,48.96,64,30,4.09,scattered clouds
595,Disna,BY,55.568,28.1971,37.18,96,100,14.54,light rain
596,Nioaque,BR,-21.1353,-55.83,83.59,37,99,1.66,overcast clouds
597,Bedele,ET,8.456,36.353,61.81,68,83,1.48,broken clouds
598,Auki,SB,-8.7676,160.7034,85.32,69,67,5.5,broken clouds
599,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.34,88,89,8.72,overcast clouds
600,Redmond,US,47.674,-122.1215,57.0,53,16,4.07,few clouds
601,Graaff-Reinet,ZA,-32.2522,24.5308,60.01,89,75,4.0,light rain
602,Falam,MM,22.9167,93.6833,54.79,66,3,2.59,clear sky
603,Sandpoint,US,48.2766,-116.5533,57.99,46,1,8.05,clear sky
604,Lakes Entrance,AU,-37.8811,147.981,61.0,84,99,1.01,overcast clouds
605,San Juan,AR,-31.5375,-68.5364,81.45,36,25,9.48,scattered clouds
606,Chihuahua,MX,28.5,-106.0,87.8,18,75,16.11,broken clouds
607,Westport,US,41.1415,-73.3579,64.4,17,1,18.41,clear sky
608,Corsicana,US,32.0954,-96.4689,75.2,53,40,12.66,scattered clouds
609,Salinas,US,36.6777,-121.6555,57.2,62,75,13.8,broken clouds
610,Cocachacra,PE,-17.0883,-71.7575,70.93,82,85,4.41,overcast clouds
611,Puerto Escondido,MX,15.85,-97.0667,84.07,59,0,5.32,clear sky
612,Kungurtug,RU,50.5994,97.5228,18.57,84,14,2.15,few clouds
613,Yashkul,RU,46.1711,45.3435,47.97,84,100,27.67,overcast clouds
614,Kahama,TZ,-3.8333,32.6,62.83,95,97,2.44,overcast clouds
615,Bara,NG,10.3744,10.7288,82.89,16,55,6.71,broken clouds
616,Kamloops,CA,50.6665,-120.3192,62.01,26,20,3.44,few clouds
617,Ambulu,ID,-8.345,113.6058,75.31,88,100,1.92,overcast clouds
618,Flinders,AU,-34.5833,150.8552,73.0,88,57,1.01,broken clouds
619,Assare,BR,-6.8744,-39.875,71.91,88,96,0.98,overcast clouds
620,Donauworth,DE,48.7,10.8,30.0,79,84,3.0,broken clouds
621,Sanvordem,IN,15.2667,74.1167,73.83,92,20,2.53,few clouds
622,Sijunjung,ID,-0.6876,100.9537,70.0,88,100,1.72,overcast clouds
623,Lakatoro,VU,-16.0999,167.4164,81.73,75,72,13.71,broken clouds
624,Baherden,TM,38.4362,57.4316,59.45,38,0,9.75,clear sky
625,Onega,RU,63.9061,38.1404,37.38,82,100,13.73,light rain
626,Kaiyuan,CN,23.6977,103.3037,56.93,95,100,3.51,overcast clouds
627,Namatanai,PG,-3.6667,152.4333,81.32,78,99,1.95,light rain
628,Port Lincoln,AU,-34.7333,135.8667,64.69,74,26,11.23,light rain
629,Mariinsk,RU,56.2139,87.7472,34.52,84,87,7.4,overcast clouds
630,Along,IN,28.1667,94.7667,59.38,55,0,2.3,clear sky
631,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,68,0,8.05,clear sky
632,Irbil,IQ,36.1926,44.0106,53.6,54,17,3.38,few clouds
633,Muros,ES,42.7762,-9.0603,54.0,75,0,10.11,clear sky
634,Salekhard,RU,66.53,66.6019,17.92,90,97,7.31,overcast clouds
635,Champerico,GT,14.3,-91.9167,87.8,70,40,6.91,scattered clouds
636,Kloulklubed,PW,7.0419,134.2556,82.4,78,75,3.44,broken clouds
637,Lokosovo,RU,61.1333,74.8167,33.76,98,100,7.87,overcast clouds
638,Ylivieska,FI,64.0833,24.55,30.99,86,59,7.0,broken clouds
639,Sibolga,ID,1.7427,98.7792,76.1,85,98,3.15,overcast clouds
640,Poum,NC,-20.2333,164.0167,80.04,69,73,21.77,broken clouds
641,Cam Ranh,VN,11.9214,109.1591,75.2,88,20,2.3,few clouds
642,Banjar,ID,-8.19,114.9675,80.6,94,20,2.3,light rain
643,Damascus,SY,33.5102,36.2913,48.2,61,0,5.75,clear sky
644,Klyuchevskiy,RU,53.5317,119.4519,13.17,49,3,2.82,clear sky
645,Shieli,KZ,44.1667,66.75,48.63,68,34,6.24,scattered clouds
646,Mahanoro,MG,-19.9,48.8,75.11,91,33,3.11,light rain
647,Tambura,SS,5.6,27.4667,82.38,41,88,3.15,overcast clouds
648,Tocopilla,CL,-22.092,-70.1979,70.92,76,19,10.71,few clouds
649,Barabai,ID,-2.5833,115.3833,73.87,96,100,0.92,overcast clouds
650,Gorom-Gorom,BF,14.4439,-0.2361,87.66,6,11,6.96,few clouds
651,Bafra,TR,41.5678,35.9069,46.4,87,75,4.61,broken clouds
652,Inverness,GB,57.4791,-4.224,33.8,69,40,13.8,scattered clouds
653,Masalli,KR,34.7959,126.6553,46.4,81,0,3.44,clear sky
654,Vardo,NO,70.3705,31.1107,35.6,93,75,13.8,light rain
655,Mecca,SA,21.4267,39.8261,77.67,55,0,1.7,clear sky
656,Pauini,BR,-7.7136,-66.9764,75.2,97,93,0.98,overcast clouds
657,Kushiro,JP,42.975,144.3747,33.8,60,0,2.3,clear sky
658,San Fernando,PH,15.0286,120.6898,77.0,83,75,2.3,broken clouds
659,Acapulco,MX,16.8634,-99.8901,84.2,65,40,9.22,scattered clouds
660,Waimana,NZ,-38.15,177.0833,73.99,65,94,1.99,overcast clouds
661,La Palma,US,33.8464,-118.0467,72.0,46,75,8.05,broken clouds
662,Kanniyakumari,IN,8.0833,77.5667,80.01,79,37,5.7,scattered clouds
663,Ewa Beach,US,21.3156,-158.0072,80.6,50,1,16.11,clear sky
664,Yaan,NG,7.3833,8.5667,87.57,46,40,11.95,scattered clouds
665,Labytnangi,RU,66.6572,66.4183,17.01,89,97,6.96,overcast clouds
666,Kenai,US,60.5544,-151.2583,33.8,40,1,5.75,clear sky
667,Axim,GH,4.8699,-2.2405,79.5,90,63,4.45,broken clouds
668,Bharatpur,IN,27.2167,77.4833,83.17,11,98,7.87,overcast clouds
669,Jiaonan,CN,35.8786,119.9753,55.0,57,0,2.24,clear sky
670,Camopi,GF,3.1655,-52.3158,73.74,98,100,3.11,overcast clouds
671,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,0,6.91,clear sky
672,Sendhwa,IN,21.6833,75.1,79.57,31,0,4.03,clear sky
673,Khani,GE,41.9563,42.9566,50.0,93,90,16.11,overcast clouds
674,Japura,ID,-0.3167,102.35,74.79,97,100,2.21,overcast clouds
675,Zenzeli,RU,45.9241,47.0474,50.11,74,100,11.05,overcast clouds
676,Isla Vista,US,34.4133,-119.861,75.99,56,1,6.91,clear sky
677,Vargashi,RU,55.3556,65.8467,28.92,88,19,14.12,few clouds
678,Camocim,BR,-2.9022,-40.8411,79.05,84,81,14.0,broken clouds
679,Kurumkan,RU,54.3,110.3,20.46,78,32,2.89,scattered clouds
680,Hervey Bay,AU,-25.2986,152.8535,75.0,91,78,4.0,broken clouds
681,Warrington,GB,53.3925,-2.5802,41.0,60,90,13.8,overcast clouds
682,Jumla,NP,29.2747,82.1838,44.74,55,60,3.98,broken clouds
683,Segezha,RU,63.7415,34.3222,36.84,85,100,19.39,overcast clouds
684,Amapa,BR,1.0,-52.0,73.51,98,100,2.75,very heavy rain
685,Halifax,CA,44.6453,-63.5724,42.01,87,88,11.5,overcast clouds
686,Ahipara,NZ,-35.1667,173.1667,69.94,65,99,7.4,overcast clouds
687,Dwarka,IN,22.2394,68.9678,78.85,75,3,9.95,clear sky
688,Bundaberg,AU,-24.85,152.35,75.2,88,40,10.36,scattered clouds
689,Half Moon Bay,US,37.4636,-122.4286,59.0,67,75,12.66,broken clouds
690,Mandan,US,46.8267,-100.8896,62.6,29,1,14.97,clear sky
691,Saint-Francois,FR,46.4154,3.9054,37.99,67,100,8.01,overcast clouds
692,Micheweni,TZ,-4.9667,39.8333,80.98,79,94,9.73,light rain
693,Naze,JP,28.3667,129.4833,64.4,63,75,5.75,broken clouds
694,Srivardhan,IN,18.0333,73.0167,77.83,73,5,6.89,clear sky
695,Jasdan,IN,22.0333,71.2,73.0,36,0,11.41,clear sky
696,Aquin,HT,18.2833,-73.4,77.05,80,80,8.12,broken clouds
697,Lingao,CN,19.9103,109.6859,73.06,93,47,9.44,scattered clouds
698,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,88,40,10.47,scattered clouds
